12/05/2021 12:28:18:078 +0100;;;;
1;549.48;275.36;413.8;553.28
2;549.48;271.76;409.76;554.04
3;547.32;272.36;408.4;559.28
4;551.76;268.76;410.32;558.44
5;546.48;274.04;412.28;555.36
6;549.24;273.68;406.96;559.24
7;547.2;271.4;410.24;557.72
8;548.88;265.52;414.08;561.04
9;551.04;268.04;411.88;556.08
10;551.28;268.28;406.44;557.92
